id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7316464660,springfield,14995,2014.0,honda,pilot,good,6 cylinders,gas,153000.0,clean,automatic,5FNYF4H51EB013728,4wd,full-size,SUV,black,mo
7315536341,finger lakes,13995,2012.0,dodge,grand caravan passenger,,6 cylinders,other,105234.0,clean,automatic,2C4RDGBG6CR264896,fwd,,other,white,ny
7311891219,yuba-sutter,10500,2015.0,chrysler,200,,,other,119276.0,clean,automatic,1C3CCCAB3FN678067,fwd,,sedan,red,ca
7313061984,monterey bay,18900,2015.0,chevrolet,camaro lt,good,6 cylinders,gas,112280.0,clean,other,2G1FD1E35F9301166,rwd,,coupe,,ca
7312860483,brownsville,2900,2007.0,ford,f-150,fair,8 cylinders,gas,170145.0,clean,automatic,,rwd,mid-size,truck,blue,tx
7315289897,south florida,3300,2006.0,chevrolet,equinox lt,,,gas,145953.0,clean,automatic,,,,,,fl
7315683320,chicago,11000,1965.0,,1965 mustang fastback,good,,gas,2222222.0,clean,manual,,,,,,il
7315427099,sacramento,31985,2017.0,bmw,5 series,excellent,,gas,21452.0,clean,automatic,WBAJE5C30HG916511,rwd,,sedan,blue,ca
7304879261,williamsport,11900,2011.0,mercedes-benz,benz c300 4matic,like new,6 cylinders,gas,83567.0,clean,automatic,WDDGF8BB6BR169289,,,sedan,black,pa
7302586919,great falls,40998,2020.0,toyota,tacoma,,6 cylinders,gas,4208.0,clean,automatic,3TMAZ5CNXLM136541,rwd,,truck,,mt
7307226093,albany,35590,2018.0,gmc,sierra 1500 double cab sle,good,,other,19458.0,clean,other,1GTV2MEH7JZ364418,4wd,,pickup,black,ny
7314891760,boston,47995,2013.0,ram,4500,excellent,6 cylinders,diesel,76278.0,clean,automatic,3C7WRKBLXDG565928,rwd,full-size,truck,white,ma
7306910008,la crosse,1800,2003.0,hyundai,santa fe,good,6 cylinders,gas,200000.0,clean,automatic,,4wd,,,silver,wi
7308957306,fresno / madera,39999,2016.0,jeep,wrangler unlimited,excellent,,gas,61447.0,clean,automatic,1C4HJWFG7GL189679,4wd,,SUV,black,ca
7315618062,east oregon,51999,2020.0,chevrolet,silverado 1500 lt 4x4,,,gas,20569.0,clean,automatic,1GCUYDED6LZ109656,4wd,,truck,black,or
7315867871,salem,51938,2020.0,jeep,wrangler,,4 cylinders,gas,24267.0,clean,automatic,1C4HJXEN1LW231259,4wd,,SUV,,or
7309828065,visalia-tulare,20590,2013.0,infiniti,g g37 sport coupe 2d,good,6 cylinders,gas,57181.0,clean,other,JN1CV6EK5DM922003,rwd,,coupe,black,ca
7311074391,long island,5995,2012.0,honda,fit,good,4 cylinders,gas,89700.0,clean,manual,JHMGE8G3XCC035239,fwd,sub-compact,hatchback,blue,ny
7312750919,pittsburgh,21000,2013.0,ford,f-150,,,gas,124000.0,clean,automatic,,,,,,pa
7301643548,asheville,24990,2012.0,rover,range evoque coupe,good,,gas,49214.0,clean,automatic,SALVP1BG7CH638035,4wd,,coupe,black,nc
7302107697,winchester,14499,2016.0,honda,fit,like new,4 cylinders,gas,20701.0,clean,automatic,JHMGK5H74GX022073,,mid-size,hatchback,black,va
7314084286,east oregon,21999,2016.0,dodge,charger sxt rwd gas sedan,,,gas,53992.0,clean,automatic,2C3CDXHG1GH204618,rwd,,sedan,white,or
7313377802,milwaukee,9490,2009.0,ford,edge,excellent,,gas,111637.0,clean,automatic,2FMDK49C79BA40289,4wd,,SUV,grey,wi
7314357180,inland empire,18000,1940.0,ford,coupe,,,gas,10.0,clean,other,,,,,,ca
7305347965,toledo,30000,2017.0,lincoln,continental,good,6 cylinders,gas,75000.0,clean,automatic,1LN6L9NC8H5628475,4wd,,,black,oh
7312851445,central NJ,19990,2017.0,chevrolet,volt premier hatchback,good,,other,31630.0,clean,other,1G1RD6S57HU139580,fwd,,hatchback,green,nj
7316406760,los angeles,8300,2008.0,lexus,es 350 luxury package,excellent,6 cylinders,gas,150000.0,clean,automatic,,rwd,mid-size,sedan,silver,ca
7310399312,salem,4495,2006.0,honda,pilot ex,good,6 cylinders,gas,232462.0,clean,automatic,5FNYF28496B047929,fwd,full-size,SUV,silver,or
7305994158,western slope,63995,2020.0,ford,f-250 superduty lifted stx 8ft 6.7l diesel,,8 cylinders,other,21240.0,clean,automatic,1FT7W2BT9LED51058,4wd,,pickup,white,co
7315618387,sacramento,12000,2000.0,jeep,wrangler,good,6 cylinders,gas,123000.0,clean,automatic,,4wd,,,black,ca
7304763995,ventura county,20995,2014.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,0.0,,automatic,1GCVKREC8EZ230461,4wd,,truck,,ca
7306889749,zanesville / cambridge,13977,2008.0,chevrolet,silverado,,,gas,121081.0,clean,automatic,2GCEK133781198393,4wd,,pickup,purple,oh
7312095267,baltimore,8000,2007.0,cadillac,escalade,,,gas,244785.0,clean,automatic,,,full-size,truck,black,md
7315574807,kalispell,16000,2006.0,pontiac,solstice,like new,4 cylinders,gas,4588.0,clean,manual,,rwd,,,red,mt
7302645772,northern WI,6950,2011.0,mercury,mariner,,6 cylinders,gas,128670.0,clean,automatic,4M2CN8HGXBKJ04205,fwd,compact,SUV,black,wi
7312464283,milwaukee,199,2021.0,kia,seltos lx,new,4 cylinders,gas,18.0,clean,automatic,,fwd,full-size,sedan,white,wi
7317005009,seattle-tacoma,2777,1993.0,ford,thunderbird lx,,,gas,203000.0,clean,automatic,,,,,,wa
7309471650,rochester,12995,2014.0,buick,encore,excellent,4 cylinders,gas,77700.0,clean,automatic,KL4CJFSB6EB667673,4wd,full-size,SUV,custom,ny
7315135765,stockton,13900,2009.0,gmc,sierra 2500hd 4x4 extra cab,good,8 cylinders,gas,182430.0,clean,automatic,1GTHK49KX9E157009,4wd,full-size,truck,white,ca
7314933874,memphis,36990,2018.0,jeep,wrangler unlimited all new,good,,other,5933.0,clean,other,1C4HJXDN3JW287136,4wd,,other,,tn
7311464415,long island,4995,2007.0,ford,ranger xlt,,,gas,69100.0,clean,automatic,,,,,,ny
7310811391,grand rapids,7000,2004.0,,2004 2500 HD,,,gas,143000.0,clean,automatic,,,,,,mi
7316337380,sacramento,11338,2014.0,ford,fusion se,good,4 cylinders,gas,101905.0,clean,automatic,1FA6P0H70E5400678,fwd,,sedan,black,ca
7312029085,colorado springs,29990,2018.0,mercedes-benz,gla 250 sport,good,,gas,20063.0,clean,other,WDCTG4EB1JJ435013,fwd,,SUV,red,co
7306994630,winchester,19795,2018.0,honda,civic,,,gas,50514.0,clean,manual,2HGFC3A5XJH752591,,,coupe,black,va
7311545044,bakersfield,15998,2014.0,honda,crv all wheel drive lx,excellent,,gas,77567.0,clean,automatic,2HKRM4H38EH681648,4wd,,SUV,,ca
7315288872,philadelphia,4800,2009.0,toyota,prius,excellent,4 cylinders,hybrid,130.0,clean,automatic,,,,,,pa
7316791514,chicago,3995,1976.0,chevrolet,corvette stingray,,,gas,76000.0,clean,other,,,,,,il
7315604304,chicago,2200,2003.0,chevrolet,malibu,,,gas,176000.0,clean,automatic,,,,,,il
7309230638,long island,425,2018.0,chevrolet,silverado,excellent,8 cylinders,gas,51511.0,clean,automatic,1GCVKRECXJZ166272,4wd,full-size,pickup,silver,ny
7314528125,lincoln,59900,2000.0,,Peterbilt 379 EXHD,,6 cylinders,other,854000.0,clean,manual,1XP5DB9XX1D550403,rwd,,,red,ne
7303256031,space coast,46990,2014.0,mercedes-benz,sl-class sl 550,good,8 cylinders,other,28834.0,clean,other,WDDJK7DA9EF024737,rwd,,convertible,blue,fl
7311073495,milwaukee,12500,2011.0,honda,cr-v,excellent,4 cylinders,gas,96000.0,clean,automatic,,4wd,sub-compact,SUV,grey,wi
7308373218,louisville,16895,2013.0,audi,q5,excellent,4 cylinders,gas,76819.0,clean,automatic,WA1LFAFP4DA051372,4wd,full-size,SUV,black,ky
7313489472,knoxville,19899,2013.0,lexus,gs,good,6 cylinders,gas,95099.0,clean,automatic,JTHCE1BL6D5002841,4wd,,sedan,grey,tn
7314995696,new hampshire,22995,2014.0,ford,f-150,,,gas,131556.0,clean,automatic,1FTFW1ET9EKD49123,4wd,,pickup,black,nh
7316350355,phoenix,16995,2015.0,ford,transit,good,6 cylinders,gas,80384.0,clean,automatic,1FMZK1ZM3FKB33177,rwd,full-size,van,silver,az
7314051154,long island,305,2017.0,toyota,rav4 xle awd,like new,4 cylinders,gas,55334.0,clean,automatic,2T3RFREV2HW637297,4wd,,SUV,black,ny
7314498539,orange county,2995,2011.0,toyota,tacoma base,,other,gas,144495.0,,automatic,5TFTX4CN8BX007991,rwd,,,,ca
7316946101,tampa bay area,4950,2003.0,bmw,x5,,,gas,130000.0,clean,automatic,,,,,,fl
7315439217,detroit metro,30990,2014.0,chevrolet,suburban 1500 ltz,good,8 cylinders,other,87922.0,clean,other,1GNSKKE74ER102173,4wd,,other,white,mi
7311707630,oregon coast,4998,2012.0,ford,escape,good,4 cylinders,gas,190914.0,clean,automatic,1FMCU9C78CKA77105,4wd,full-size,SUV,silver,or
7311357328,utica-rome-oneida,32990,2011.0,bmw,z4 sdrive35is roadster 2d,good,,other,45858.0,clean,other,WBALM1C55BE393513,rwd,,other,red,ny
7315466824,new york city,32995,2016.0,porsche,panamera,,,gas,64679.0,clean,automatic,WP0AA2A77GL002037,,full-size,sedan,silver,ny
7309114593,columbus,10999,2011.0,jeep,grand cherokee,,6 cylinders,gas,132966.0,clean,automatic,,rwd,mid-size,SUV,black,ga
7311694010,reno / tahoe,8988,2006.0,audi,a4,,,gas,93004.0,clean,automatic,WAUEF78E96A118738,,compact,sedan,blue,ca
7305608818,corpus christi,11499,2007.0,lexus,rx 350,good,,gas,110414.0,clean,automatic,2T2GK31U57C003953,fwd,,SUV,silver,tx
7308646848,western maryland,33990,2017.0,ram,1500 crew cab tradesman,good,8 cylinders,gas,17033.0,clean,other,3C6RR7KT7HG794054,4wd,,pickup,blue,md
7315279306,duluth / superior,2992,2000.0,nissan,4 door 4door 4-dr 4dr,,6 cylinders,gas,213014.0,clean,automatic,,4wd,,SUV,black,mn
7308877496,indianapolis,27990,2013.0,toyota,tundra double cab pickup,good,8 cylinders,gas,73160.0,clean,other,5TFUW5F19DX287994,4wd,,pickup,black,in
7312909650,toledo,14600,2008.0,chevrolet,tahoe ltz,excellent,8 cylinders,gas,117347.0,clean,automatic,1GNFK13028R191652,4wd,full-size,SUV,white,oh
7305881452,bozeman,11000,2007.0,chevrolet,express 1500 cargo van,excellent,6 cylinders,gas,74789.0,clean,automatic,,rwd,full-size,van,white,mt
7307104794,toledo,3995,2005.0,dodge,dakota slt quad cab,good,8 cylinders,gas,183200.0,clean,automatic,,4wd,mid-size,truck,grey,oh
7307926734,yuba-sutter,33488,2013.0,chevrolet,silverado 2500hd,excellent,,gas,46664.0,clean,automatic,,4wd,,pickup,white,ca
7316744525,boise,14995,2016.0,honda,accord,like new,4 cylinders,gas,93000.0,clean,automatic,,fwd,mid-size,sedan,red,id
7306410407,eau claire,25989,2018.0,jeep,cherokee overland,good,,other,35859.0,clean,automatic,1C4PJMJX9JD594032,4wd,,other,white,wi
7304262676,fort wayne,27590,2018.0,bmw,3 series 330i xdrive sedan,good,,other,20845.0,clean,other,WBA8D9G52JNU68732,,,sedan,blue,in
7303056621,tri-cities,33990,2018.0,alfa-romeo,romeo stelvio ti sport suv,good,,gas,23753.0,clean,other,ZASFAKNN6J7B70368,,,hatchback,,tn
7304057136,flagstaff / sedona,38590,2020.0,bmw,3 series 330i xdrive sedan,good,,gas,5580.0,clean,other,WBA5R7C09LFH33987,,,sedan,black,az
7307056664,utica-rome-oneida,2995,2007.0,chrysler,town & country,,,gas,138000.0,clean,automatic,,,,mini-van,,ny
7302781543,louisville,11995,2007.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,192488.0,clean,automatic,3GCEK13M27G529038,4wd,full-size,truck,red,ky
7315236137,saginaw-midland-baycity,5900,2002.0,ford,f150,good,8 cylinders,gas,154000.0,clean,automatic,,4wd,,,red,mi
7311477229,corvallis/albany,0,2020.0,nissan,rogue,,4 cylinders,gas,5460.0,clean,automatic,KNMAT2MV9LP519850,4wd,,SUV,,or
7303275401,billings,84477,2020.0,bmw,,,8 cylinders,other,8234.0,clean,automatic,WBSJF0C04LCD41155,fwd,compact,other,,mt
7311525760,salem,3500,1978.0,dodge,w150,good,8 cylinders,gas,96000.0,clean,automatic,,4wd,full-size,pickup,red,or
7313067643,binghamton,12900,2016.0,subaru,crosstrek,excellent,4 cylinders,gas,71000.0,rebuilt,automatic,,4wd,,,blue,ny
7308140657,el paso,36990,2019.0,ford,mustang gt premium,good,,other,12049.0,clean,other,1FATP8FF2K5117982,rwd,,convertible,black,tx
7316613182,waco,2700,2002.0,mercury,grand marquis gs,good,3 cylinders,gas,167444.0,missing,automatic,,fwd,full-size,other,red,tx
7310964344,rochester,45000,2007.0,ford,mustang shelby gt500,like new,8 cylinders,gas,6550.0,clean,manual,,rwd,mid-size,convertible,grey,ny
7302019806,clarksville,14500,2014.0,ford,explorer,excellent,,gas,107397.0,clean,automatic,1FM5K8D88EGA42330,4wd,,SUV,black,tn
7310002025,yuba-sutter,0,2017.0,volkswagen,tiguan,,,gas,15662.0,clean,automatic,WVGAV7AXXHK044920,fwd,,SUV,white,ca
7316345922,north jersey,11942,2005.0,toyota,"tacoma access 128"" v6 auto 4wd (natl)",,6 cylinders,,172278.0,clean,automatic,5TEUU42N45Z022967,4wd,,pickup,blue,nj
7307289572,rhode island,4900,2005.0,toyota,corolla,,,gas,148058.0,clean,automatic,2T1BR32E65C483709,fwd,,other,black,ri
7306882212,columbus,15950,2014.0,nissan,pathfinder,,,gas,65209.0,clean,automatic,5N1AR2MMXEC630404,4wd,,wagon,black,oh
7303800018,athens,5495,2003.0,infiniti,g35,excellent,,gas,203067.0,clean,automatic,JNKCV51E83M333774,rwd,,sedan,silver,ga
7302418426,worcester / central MA,14900,2013.0,toyota,venza le,excellent,4 cylinders,gas,82000.0,clean,automatic,,4wd,,SUV,black,ma
7308756525,pittsburgh,39990,2018.0,chevrolet,tahoe ls sport utility,good,8 cylinders,gas,31992.0,clean,other,1GNSKAKC9JR179028,4wd,,SUV,black,pa
7315274292,tulsa,24998,2019.0,dodge,grand caravan,,,gas,20567.0,clean,automatic,2C4RDGEG4KR765151,fwd,,,white,ok
7306527361,eastern shore,2800,2004.0,honda,odyssey,,,gas,131000.0,clean,automatic,,,,,,md
7310927294,san luis obispo,27500,2018.0,ford,transit cargo van,excellent,6 cylinders,gas,46250.0,clean,automatic,1FTYE1ZM6JKA85786,,full-size,mini-van,white,ca
7310509033,colorado springs,31999,2018.0,ram,pickup 1500,,8 cylinders,gas,35681.0,clean,automatic,,4wd,full-size,pickup,red,co
7315304214,poconos,9900,2011.0,audi,s4,excellent,6 cylinders,gas,150000.0,clean,automatic,,4wd,mid-size,sedan,silver,pa
7315589225,inland empire,18200,2016.0,toyota,camry,,,gas,44764.0,clean,automatic,4T1BF1FK1GU219876,fwd,,sedan,white,ca
7301607337,knoxville,12990,2011.0,acura,tsx sedan 4d,good,,other,85757.0,clean,other,JH4CU2F63BC006531,,,sedan,black,tn
7315183930,san diego,18900,2009.0,ram,1500,excellent,8 cylinders,gas,0.0,clean,automatic,1D3HB18T29S741132,rwd,full-size,truck,black,ca
7301778095,albany,13997,2015.0,chevrolet,equinox,excellent,,gas,105773.0,clean,automatic,,4wd,,SUV,grey,ny
7313374803,cincinnati,599,2012.0,nissan,altima,,,gas,109971.0,clean,automatic,,,,,,oh
7313462264,vermont,14995,2019.0,nissan,sentra,excellent,4 cylinders,gas,7480.0,clean,automatic,3N1AB7AP8KY437131,fwd,mid-size,sedan,silver,vt
7315253378,tampa bay area,6500,2008.0,honda,odyssey exl,excellent,6 cylinders,gas,118550.0,clean,automatic,,fwd,full-size,mini-van,black,fl
7315021217,las vegas,28590,2016.0,lincoln,mkx reserve sport,good,6 cylinders,gas,46974.0,clean,other,2LMPJ6LP1GBL40595,fwd,,other,silver,nv
7308705412,milwaukee,2795,2010.0,toyota,camry,fair,4 cylinders,gas,260000.0,clean,automatic,,,,sedan,red,wi
7311301273,"st louis, MO",11000,2014.0,dodge,avenger,,,gas,65740.0,clean,automatic,1C3CDZBG2EN136550,fwd,,,red,il
7306198730,northwest CT,18990,2019.0,hyundai,sonata se sedan 4d,good,,other,9066.0,clean,other,5NPE24AF8KH734420,,,sedan,,ct
7310395234,flint,10900,2008.0,gmc,sierra 2500hd,good,8 cylinders,diesel,301000.0,clean,automatic,,4wd,,truck,blue,mi
7313866292,chico,7250,2001.0,bmw,330 ci,good,6 cylinders,gas,98365.0,clean,automatic,WBABS53441JU80910,,,,,ca
7316200098,SF bay area,28488,2018.0,gmc,terrain denali automatic,,,gas,47861.0,clean,automatic,3GKALXEXXJL255676,4wd,,SUV,silver,ca
7306632203,sioux falls / SE SD,16250,2014.0,ford,edge,,6 cylinders,gas,50979.0,clean,automatic,2FMDK4JC6EBA68820,,,SUV,custom,sd
7311179870,st george,3950,2005.0,,Yukon SLT 1500,good,8 cylinders,gas,210000.0,clean,automatic,,rwd,full-size,SUV,black,ut
7316203832,colorado springs,4950,1964.0,dodge,dart 270 sedan,,,gas,81540.0,clean,automatic,,,,,,co
7303899718,kalispell,47999,2012.0,chevrolet,silverado diesel 3500,,,diesel,76624.0,clean,automatic,1GC4K1E8XCF183733,4wd,,truck,brown,mt
7306575206,santa barbara,16590,2012.0,acura,tl sh-awd sedan 4d,good,,other,80007.0,clean,other,19UUA9F55CA000386,,,sedan,silver,ca
7311732339,anchorage / mat-su,37900,2017.0,toyota,tacoma trd off-road,,6 cylinders,gas,42912.0,clean,automatic,5TFCZ5AN7HX117958,4wd,,pickup,black,ak
7303983994,indianapolis,24995,2012.0,ram,1500,good,,gas,164786.0,clean,automatic,1C6RD6PT6CS127494,,full-size,truck,white,in
7316546437,fresno / madera,18995,2015.0,nissan,frontier,excellent,4 cylinders,gas,67778.0,clean,automatic,1N6BD0CT2FN750091,rwd,mid-size,pickup,white,ca
7308183362,raleigh / durham / CH,0,2020.0,dodge,challenger,,8 cylinders,gas,46084.0,clean,automatic,2C3CDZBT4LH124824,rwd,,coupe,grey,nc
7315113666,milwaukee,1700,1998.0,pontiac,sunfire,,4 cylinders,gas,127000.0,clean,automatic,,fwd,,coupe,green,wi
7314300559,tallahassee,4995,2005.0,ford,expedition xlt,good,8 cylinders,gas,109786.0,clean,automatic,,rwd,full-size,SUV,black,fl
7315304071,syracuse,18500,2015.0,cadillac,cts,like new,4 cylinders,gas,62243.0,clean,automatic,,4wd,mid-size,sedan,white,ny
7314626416,spokane / coeur d'alene,34999,2014.0,toyota,tacoma sr5 trd off road,,,gas,59233.0,clean,automatic,3TMMU4FN9EM063831,4wd,,truck,silver,id
7306212153,charleston,25990,2017.0,jaguar,xe 20d sedan 4d,good,,gas,18271.0,clean,other,SAJAS4BN9HCP16857,,,sedan,silver,sc
7308351628,akron / canton,40990,2019.0,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,16539.0,clean,other,1G1FE1R70K0119017,rwd,,coupe,,oh
7316844285,mcallen / edinburg,3000,2013.0,dodge,charger,like new,6 cylinders,gas,46447.0,clean,automatic,,rwd,mid-size,wagon,black,tx
7315073816,kennewick-pasco-richland,36999,2018.0,jeep,wrangler unlimited sahara,,,gas,49046.0,clean,automatic,1C4HJWEG5JL894294,4wd,,SUV,black,wa
7310515034,wichita,49628,2019.0,ford,f-150,,,gas,46310.0,clean,automatic,,4wd,,pickup,black,ks
7311256582,yakima,25999,2016.0,mercedes-benz,c-class c300 4matic sedan,,,gas,38765.0,,automatic,55SWF4KB9GU128407,4wd,,sedan,,wa
7311537360,"kansas city, MO",8990,2013.0,chevrolet,cruze,,4 cylinders,gas,101933.0,clean,automatic,1G1PC5SB9D7265152,fwd,,sedan,blue,ks
7314740503,san diego,21590,2013.0,mercedes-benz,e-class e 350,good,6 cylinders,gas,41758.0,clean,other,WDDHF5KB9DA729956,rwd,,sedan,silver,ca
7314621772,new hampshire,12995,2013.0,volvo,xc60,,,gas,119000.0,clean,automatic,,,,,,nh
7310754313,springfield,0,2014.0,chevrolet,corvette stingray 2dr,good,8 cylinders,other,26330.0,clean,other,1G1YA3D71E5126640,rwd,,other,white,mo
7316687150,bend,515,2017.0,ford,f-150 xlt,,6 cylinders,gas,22228.0,clean,automatic,1FTEW1EG9HFB55672,4wd,,,,or
7316834102,phoenix,34990,2019.0,infiniti,q70 3.7 luxe sedan 4d,good,,other,16505.0,clean,other,JN1BY1AR0KM580014,,,sedan,black,az
7310836056,western KY,28590,2018.0,buick,enclave essence sport,good,6 cylinders,gas,41517.0,clean,other,5GAEVAKW1JJ199877,,,SUV,black,ky
7315501293,sacramento,26000,2002.0,ford,f-250,excellent,8 cylinders,diesel,132435.0,clean,automatic,,rwd,,pickup,green,ca
7306171698,des moines,17995,2012.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,129937.0,clean,automatic,1GCRKSE79CZ293951,4wd,,truck,,ia
7316473501,seattle-tacoma,11900,2004.0,chevrolet,express cutaway cube,good,8 cylinders,gas,168259.0,clean,automatic,,rwd,full-size,van,white,wa
7316338167,texoma,3800,2002.0,lincoln,navigator,good,8 cylinders,gas,235800.0,clean,automatic,,rwd,full-size,SUV,white,ok
7311261195,lansing,22900,2016.0,ford,f150 4x4,excellent,8 cylinders,gas,112000.0,clean,automatic,1FTFX1EF3HFB54803,4wd,,,white,mi
7314952549,chattanooga,33590,2017.0,jeep,wrangler unlimited willys,good,6 cylinders,gas,26972.0,clean,other,1C4BJWDG4HL710559,4wd,,other,black,tn
7313251136,laredo,53995,2020.0,ford,f-150,,,gas,3867.0,clean,automatic,1FTEW1C45LKE36408,rwd,,pickup,red,tx
7315312810,san luis obispo,18225,2017.0,,- 4 DOOR ACCORD - SAFETY SENSING,like new,4 cylinders,gas,5.0,salvage,automatic,,fwd,,sedan,white,ca
7306477219,winchester,17795,2015.0,ford,transit,,,gas,145380.0,clean,automatic,1FTNE1YG7FKA94910,,,van,white,va
7313603180,buffalo,16900,2012.0,chevrolet,silverado 1500,good,8 cylinders,gas,129500.0,clean,automatic,1GCRKSE70CZ348769,4wd,full-size,pickup,silver,ny
7311607084,south jersey,27499,2019.0,lexus,ux,,,gas,16576.0,clean,,JTHY3JBHXK2006719,fwd,,wagon,orange,nj
7305785928,charleston,11990,2012.0,chevrolet,suburban lt,excellent,8 cylinders,gas,197154.0,clean,automatic,1GNSCJE09CR267370,rwd,full-size,SUV,brown,sc
7316474883,raleigh / durham / CH,4800,2003.0,lexus,es300,excellent,6 cylinders,gas,135000.0,clean,automatic,,fwd,mid-size,sedan,silver,nc
7310534196,eau claire,13950,2013.0,bmw,528xi xdrive awd,,,gas,99443.0,clean,automatic,WBAXH5C52DDW13468,,,,,wi
7313675404,brownsville,8900,2014.0,,2014 CHEV. EQUINOX LTZ,excellent,4 cylinders,gas,55600.0,rebuilt,automatic,,4wd,mid-size,SUV,white,tx
7316631647,chicago,9995,2013.0,chrysler,200 limited,good,6 cylinders,gas,63602.0,clean,automatic,1C3CCBCG5DN623586,fwd,,sedan,red,il
7305986891,montgomery,5000,1989.0,pontiac,firebird,good,8 cylinders,gas,142307.0,clean,automatic,,fwd,compact,coupe,red,al
7304489412,bellingham,30000,2018.0,subaru,brz,,,gas,2289.0,clean,automatic,JF1ZCAC1XJ8601286,,sub-compact,coupe,red,wa
7315625792,missoula,7500,2013.0,nissan,rogue,like new,4 cylinders,gas,78000.0,rebuilt,automatic,,4wd,full-size,SUV,white,mt
7316414626,portland,2900,2008.0,subaru,outback 2.5i,,,gas,248000.0,clean,automatic,,,,,,or
7306719928,fayetteville,23388,2013.0,jeep,wrangler,excellent,6 cylinders,gas,136875.0,clean,automatic,1C4HJWEG3DL705047,4wd,full-size,offroad,black,nc
7316731475,mansfield,0,2014.0,chevrolet,silverado,,,gas,78171.0,clean,automatic,1GCVKREC7EZ192298,4wd,,pickup,white,oh
7311486043,lexington,16950,2015.0,chevrolet,express passenger,good,8 cylinders,gas,139388.0,clean,automatic,1GAZG1FF7F1124279,rwd,full-size,van,white,ky
7315270950,albuquerque,25990,2018.0,mitsubishi,outlander phev gt,good,,hybrid,15619.0,clean,other,JA4J24A58JZ031469,4wd,,other,silver,nm
7315053985,houston,22695,2017.0,bmw,3 series,,4 cylinders,gas,40272.0,clean,automatic,,rwd,compact,sedan,white,tx
7308309530,indianapolis,45990,2018.0,bmw,7 series 750i xdrive sedan,good,,other,50093.0,clean,other,WBA7F2C5XJB238845,,,sedan,black,in
7316374860,tucson,22900,2008.0,lexus,gx 470,excellent,,gas,115651.0,clean,automatic,JTJBT20X280149110,4wd,,,silver,az
7311065138,north jersey,4990,2011.0,chrysler,200,,,gas,114907.0,clean,automatic,1C3BC2FG6BN526661,fwd,,sedan,red,nj
7304685339,jonesboro,35590,2013.0,chevrolet,corvette coupe 2d,good,,other,24471.0,clean,other,1G1YG2DW3D5106887,rwd,,coupe,yellow,ar
7307210302,olympic peninsula,19598,2017.0,jeep,compass trailhawk 4x4,like new,4 cylinders,gas,72000.0,clean,automatic,,fwd,mid-size,SUV,black,wa
7311257367,jacksonville,2600,2006.0,nissan,altima,good,4 cylinders,gas,150000.0,rebuilt,automatic,,fwd,mid-size,sedan,blue,fl
7302695351,rockford,27990,2019.0,rover,discovery sport se,good,,gas,36051.0,clean,other,SALCP2FX0KH789577,4wd,,SUV,silver,il
7311355740,tallahassee,13990,2007.0,chevrolet,tahoe lt,,,gas,134000.0,clean,automatic,,,,,,fl
7315382600,boise,7999,2015.0,chevrolet,sonic lt,like new,4 cylinders,gas,72543.0,clean,automatic,,fwd,,sedan,black,id
7316602910,beaumont / port arthur,17500,2012.0,chevrolet,,,,diesel,228000.0,clean,automatic,,,,,,tx
7316244431,los angeles,23590,2017.0,buick,lacrosse premium sedan 4d,good,6 cylinders,gas,26336.0,clean,automatic,1G4ZR5SS1HU161059,fwd,,sedan,black,ca
7309126215,lynchburg,0,2015.0,mercedes-benz,gl-class,,8 cylinders,gas,55215.0,clean,automatic,,4wd,mid-size,SUV,white,va
7316639494,south florida,11899,2014.0,jeep,grand cherokee,excellent,6 cylinders,gas,137000.0,clean,automatic,,,full-size,SUV,white,fl
7309326264,long island,0,2018.0,ford,edge,excellent,,gas,59015.0,clean,automatic,2FMPK4J87JBB47142,,,SUV,grey,ny
7311388771,harrisburg,32990,2011.0,bmw,z4 sdrive35is roadster 2d,good,,other,45858.0,clean,other,WBALM1C55BE393513,rwd,,other,red,pa
7316008445,redding,9988,2004.0,honda,element,excellent,,gas,138268.0,clean,automatic,,4wd,,SUV,blue,ca
7310538939,augusta,0,2012.0,,freightliner cascadia,,,diesel,1.0,clean,manual,,,,,white,ga
7316307398,annapolis,6500,2012.0,honda,civic,good,4 cylinders,gas,78035.0,clean,automatic,2HGFB2F56CH573974,fwd,compact,sedan,grey,md
7316251224,albuquerque,26590,2014.0,bmw,5 series 550i sedan 4d,good,,other,45266.0,clean,automatic,WBAKN9C54ED681587,rwd,,sedan,white,nm
7313319854,klamath falls,322,2018.0,ford,edge,,4 cylinders,gas,56618.0,clean,automatic,2FMPK4J9XJBB05735,4wd,,SUV,,or
7315960329,austin,76995,2020.0,ram,3500,,,other,30892.0,clean,automatic,3C63RRJL9LG109189,,,pickup,silver,tx
7304381567,moses lake,601,2015.0,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,45251.0,,automatic,1C4HJWEG0FL553005,4wd,,SUV,,wa
7307744309,anchorage / mat-su,31913,2018.0,dodge,charger,,6 cylinders,gas,24839.0,clean,other,2C3CDXJG7JH225846,4wd,,sedan,blue,ak
